reference_global,reference_detail,ad_title,ad_url,marque,modele,ram,stockage,couleur,options,shop,ad_stocks,ad_price,date_scrapy
huawei-novay90,huawei-novay90-6go-128gb,HUAWEI NOVA Y90 6+128G,https://www.ooredoo.tn/Personal/fr/accueil/1022-1556-portable-huawei-nova-y90-6128g.html#/50-couleur-bleu,huawei,nova y90,6go,128gb,,,ooredooshop,INSTOCK,599.000,2024-06-13
samsung-a04,samsung-a04-3go-32gb,SAMSUNG A04 3+32GO,https://www.ooredoo.tn/Personal/fr/accueil/1064-1655-portable-samsung-galaxy-a04-332go.html#/73-couleur-noir,samsung,a04,3go,32gb,,,ooredooshop,INSTOCK,399.000,2024-06-13
apple-iphone14promax,apple-iphone14promax,iPhone 14 Pro Max,https://www.ooredoo.tn/Personal/fr/accueil/1061-1604-portable-iphone-14-pro-max-128gb.html#/75-couleur-dore,apple,iphone 14 pro max,,,,,ooredooshop,INSTOCK,7469.000,2024-06-13
apple-iphone14pro,apple-iphone14pro,iPhone 14 Pro,https://www.ooredoo.tn/Personal/fr/accueil/1058-1598-portable-iphone-14-pro-128gb.html#/51-couleur-argent,apple,iphone 14 pro,,,,,ooredooshop,INSTOCK,6299.000,2024-06-13
apple-iphone14,apple-iphone14,iPhone 14,https://www.ooredoo.tn/Personal/fr/accueil/1055-1586-portable-iphone-14-128gb.html#/73-couleur-noir,apple,iphone 14,,,,,ooredooshop,INSTOCK,5139.000,2024-06-13
huawei-novay70,huawei-novay70,HUAWEI NOVA Y70,https://www.ooredoo.tn/Personal/fr/accueil/959-1457-portable-portable-huawei-nova-y70.html#/52-couleur-blanc,huawei,nova y70,,,,,ooredooshop,INSTOCK,799.000,2024-06-13
samsung-a53,samsung-a53-8go-128gb,Samsung A53 8/128,https://www.ooredoo.tn/Personal/fr/accueil/998-1514-portable-samsung-galaxy-a53-8256.html#/50-couleur-bleu,samsung,a53,8go,128gb,,,ooredooshop,INSTOCK,1590.000,2024-06-13
samsung-a33,samsung-a33-8go-128gb,SAMSUNG A33 (8/128),https://www.ooredoo.tn/Personal/fr/accueil/813-1257-portable-samsung-galaxy-a33-tunisie.html#/73-couleur-noir,samsung,a33,8go,128gb,,,ooredooshop,INSTOCK,979.000,2024-06-13
tecno-spark8p,tecno-spark8p,Tecno Spark 8P,https://www.ooredoo.tn/Personal/fr/accueil/816-1673-portable-tecno-spark-8p-4128g.html#/49-couleur-blanc_dore,tecno,spark 8p,,,,,ooredooshop,INSTOCK,439.000,2024-06-13
tecno-spark8c,tecno-spark8c,Tecno Spark 8C,https://www.ooredoo.tn/Personal/fr/accueil/825-1236-portable-tecno-spark-8c-464g.html#/73-couleur-noir,tecno,spark 8c,,,,,ooredooshop,INSTOCK,329.000,2024-06-13
huawei-nova9,huawei-nova9,Huawei Nova 9,https://www.ooredoo.tn/Personal/fr/accueil/773-1160-portable-huawei-nova-9.html#/50-couleur-bleu,huawei,nova 9,,,,,ooredooshop,INSTOCK,1999.000,2024-06-13
samsung-a23,samsung-a23-6go-128gb,SAMSUNG A23 (6/128),https://www.ooredoo.tn/Personal/fr/accueil/746-2355-portable-samsung-galaxy-a23-6128-tunisie.html#/13-couleur-orange,samsung,a23,6go,128gb,,,ooredooshop,INSTOCK,1049.000,2024-06-13
huawei-nova9se,huawei-nova9se,Huawei Nova 9 SE,https://www.ooredoo.tn/Personal/fr/accueil/794-1139-portable-huawei-nova-9se.html#/50-couleur-bleu,huawei,nova 9 se,,,,,ooredooshop,INSTOCK,1199.000,2024-06-13
xiaomi-12buds,xiaomi-12buds-3go,Xiaomi 12 + Buds 3 Pro,https://www.ooredoo.tn/Personal/fr/accueil/785-1124-portable-xiaomi-12-12256go-buds-3-pro.html#/57-couleur-gris,xiaomi,12 buds,3go,,,pro,ooredooshop,INSTOCK,3199.000,2024-06-13
alcatel-1s5028d,alcatel-1s5028d,Alcatel 1s (5028D),https://www.ooredoo.tn/Personal/fr/smartphones/314-815-portable-alcatel-1s-5028d.html#/56-couleur-vert,alcatel,1s 5028d,,,,,ooredooshop,INSTOCK,359.000,2024-06-13
