reference_global,reference_detail,ad_title,ad_url,marque,modele,ram,stockage,couleur,options,shop,ad_stocks,ad_price,date_scrapy
kxd-a1,kxd-a1-1go-16gb-black,Smartphone KXD A1 1Go 16Go Noir,https://spacenet.tn/smartphone-tunisie/58532-smartphone-kxd-a1-1go-16go-noir.html,kxd,a1,1go,16gb,black,,spacenet,ONDEMAND,189.000,2024-06-18
nokia-6310,nokia-6310-black,Téléphone Portable Nokia 6310 - Noir,https://spacenet.tn/telephone-portable-tunisie/43997-telephone-portable-nokia-6310-noir.html,nokia,6310,,,black,,spacenet,INSTOCK,189.000,2024-06-18
nokia-6310,nokia-6310-green,Téléphone Portable Nokia 6310 - Vert,https://spacenet.tn/telephone-portable-tunisie/44000-telephone-portable-nokia-6310-vert.html,nokia,6310,,,green,,spacenet,INSTOCK,189.000,2024-06-18
iku-a7plus,iku-a7plus-2go-16gb-grey,Smartphone IKU A7 Plus 2Go 16Go Gris,https://spacenet.tn/smartphone-tunisie/60882-smartphone-iku-a7-plus-2go-16go-gris.html,iku,a7 plus,2go,16gb,grey,,spacenet,INSTOCK,199.000,2024-06-18
iku-a7plus,iku-a7plus-2go-16gb-blue,Smartphone IKU A7 Plus 2Go 16Go Bleu,https://spacenet.tn/smartphone-tunisie/60880-smartphone-iku-a7-plus-2go-16go-bleu.html,iku,a7 plus,2go,16gb,blue,,spacenet,INSTOCK,199.000,2024-06-18
iku-a7plus,iku-a7plus-2go-16gb-green,Smartphone IKU A7 Plus 2Go 16Go Vert,https://spacenet.tn/smartphone-tunisie/60878-smartphone-iku-a7-plus-2go-16go-vert.html,iku,a7 plus,2go,16gb,green,,spacenet,INSTOCK,199.000,2024-06-18
smart-e1,smart-e1-2go-16gb-blue,Smartphone Smart E1 2Go 16Go Bleu,https://spacenet.tn/smartphone-tunisie/51716-smartphone-smart-e1-2go-16go-bleu.html,smart,e1,2go,16gb,blue,,spacenet,INSTOCK,239.000,2024-06-18
iku-a23,iku-a23-2go-32gb-grey,Smartphone IKU A23 2Go 32Go Gris,https://spacenet.tn/smartphone-tunisie/49490-smartphone-iku-a23-2go-32go-gris.html,iku,a23,2go,32gb,grey,,spacenet,ONDEMAND,239.000,2024-06-18
smart-e1,smart-e1-2go-16gb-black,Smartphone Smart E1 2Go 16Go Noir,https://spacenet.tn/smartphone-tunisie/51714-smartphone-smart-e1-2go-16go-noir.html,smart,e1,2go,16gb,black,,spacenet,INSTOCK,239.000,2024-06-18
iku-a23,iku-a23-2go-32gb-green,Smartphone IKU A23 2Go 32Go Vert,https://spacenet.tn/smartphone-tunisie/49487-smartphone-iku-a23-2go-32go-bleu.html,iku,a23,2go,32gb,green,,spacenet,INSTOCK,239.000,2024-06-18
iku-a23,iku-a23-2go-32gb-blue,Smartphone IKU A23 2Go 32Go Bleu,https://spacenet.tn/smartphone-tunisie/49485-smartphone-iku-a23-2go-32go-bleu.html,iku,a23,2go,32gb,blue,,spacenet,INSTOCK,239.000,2024-06-18
smart-e1,smart-e1-2go-16gb-green,Smartphone Smart E1 2Go 16Go Vert,https://spacenet.tn/smartphone-tunisie/51715-smartphone-smart-e1-2go-16go-vert.html,smart,e1,2go,16gb,green,,spacenet,INSTOCK,239.000,2024-06-18
nokia-c12,nokia-c12-2go-64gb-green,Smartphone Nokia C12 2Go 64Go Vert,https://spacenet.tn/smartphone-tunisie/55730-smartphone-nokia-c12-2go-64go-vert.html,nokia,c12,2go,64gb,green,,spacenet,INSTOCK,249.000,2024-06-18
iku-x5,iku-x5-3go-32gb-green,Smartphone IKU X5 32Go 3Go Vert,https://spacenet.tn/smartphone-tunisie/53198-smartphone-iku-x5-32go-3go-vert.html,iku,x5,3go,32gb,green,,spacenet,ONDEMAND,259.000,2024-06-18
