mytek_scrapy_persist.reference_global,mytek_scrapy_persist.reference_detail,mytek_scrapy_persist.ad_title,mytek_scrapy_persist.ad_url,mytek_scrapy_persist.marque,mytek_scrapy_persist.modele,mytek_scrapy_persist.ram,mytek_scrapy_persist.stockage,mytek_scrapy_persist.couleur,mytek_scrapy_persist.options,mytek_scrapy_persist.shop,mytek_scrapy_persist.ad_stocks,mytek_scrapy_persist.ad_price,mytek_scrapy_persist.date_scrapy
realme-11,realme-11-8go-256gb-black,Smartphone REALME 11 8Go 256Go - Noir,https://www.mytek.tn/smartphone-realme-11-4g-8go-256go-noir.html,realme,11,8go,256gb,black,,mytek,INSTOCK,899.0,2024-01-28
xiaomi-redmi12,xiaomi-redmi12-8go-256gb-skyblue,Smartphone XIAOMI Redmi 12 8Go 256Go - Bleu Ciel,https://www.mytek.tn/smartphone-xiaomi-redmi-12-8go-256go-bleu-ciel.html,xiaomi,redmi 12,8go,256gb,sky blue,,mytek,INSTOCK,669.0,2024-01-28
samsung-galaxya05,samsung-galaxya05-4go-128gb-black,Smartphone SAMSUNG GALAXY A05 4Go 128Go - Noir,https://www.mytek.tn/smartphone-samsung-galaxy-a05-4go-128go-noir.html,samsung,galaxy a05,4go,128gb,black,,mytek,INSTOCK,479.0,2024-01-28
logicom-solar,logicom-solar-4go-64gb-black,Smartphone LOGICOM Solar 4Go 64Go - Noir,https://www.mytek.tn/smartphone-logicom-solar-4go-64go-noir.html,logicom,solar,4go,64gb,black,,mytek,INSTOCK,249.0,2024-01-28
evertek-m20nano,evertek-m20nano-1go-8gb-blue,Smartphone EVERTEK M20 Nano 1Go 8Go - Bleu ,https://www.mytek.tn/smartphone-evertek-m20-nano-1go-8go-bleu-ev-m20-nano-bl.html,evertek,m20 nano,1go,8gb,blue,,mytek,INSTOCK,99.0,2023-11-05
evertek-m20nano,evertek-m20nano-1go-8gb-black,Smartphone EVERTEK M20 Nano 1Go 8Go - Noir,https://www.mytek.tn/smartphone-evertek-m20-nano-1go-8go-noir.html,evertek,m20 nano,1go,8gb,black,,mytek,INSTOCK,99.0,2023-11-05
nokia-c12emeedition,nokia-c12emeedition-1go-16gb-blue,Smartphone NOKIA C1 2ème Édition 1Go 16Go - Bleu,https://www.mytek.tn/smartphone-nokia-c1-2eme-edition-1go-16go-bleu.html,nokia,c1 2eme edition,1go,16gb,blue,,mytek,INSTOCK,159.0,2023-11-05
benco-y113g,benco-y113g-1go-32gb-darkblue,Smartphone BENCO Y11 3G 1Go 32Go - Bleu Foncé,https://www.mytek.tn/smartphone-benco-y11-3g-1go-32go-bleu-fonce.html,benco,y11 3g,1go,32gb,dark blue,,mytek,INSTOCK,159.0,2023-11-05
itel-a18,itel-a18-1go-32gb-blue,Smartphone ITEL A18 1Go 32Go - Bleu,https://www.mytek.tn/smartphone-itel-a18-1go-32go-bleu.html,itel,a18,1go,32gb,blue,,mytek,INSTOCK,189.0,2023-11-05
kxd-a1,kxd-a1-1go-16gb-blue,Smartphone KXD A1 1Go 16Go - Bleu,https://www.mytek.tn/smartphone-kxd-a1-1go-16go-bleu.html,kxd,a1,1go,16gb,blue,,mytek,INSTOCK,189.0,2023-11-05
kxd-a1,kxd-a1-1go-16gb-black,Smartphone KXD A1 1Go 16Go - Noir,https://www.mytek.tn/smartphone-kxd-a1-1go-16go-noir.html,kxd,a1,1go,16gb,black,,mytek,INSTOCK,189.0,2023-11-05
itel-a18,itel-a18-1go-32gb-green,Smartphone ITEL A18 1Go 32Go - Vert,https://www.mytek.tn/smartphone-itel-a18-1go-32go-vert.html,itel,a18,1go,32gb,green,,mytek,INSTOCK,189.0,2023-11-05
iku-a4,iku-a4-1go-16gb-grey,Smartphone IKU A4 1Go 16Go - Gris,https://www.mytek.tn/smartphone-iku-a4-1go-16go-gris.html,iku,a4,1go,16gb,grey,,mytek,INSTOCK,199.0,2023-11-05
iplus-nu654g,iplus-nu654g-4go-64gb-blue,Smartphone IPLUS NU65 4G 4Go 64Go - Bleu,https://www.mytek.tn/smartphone-iplus-nu65-4g-4go-64go-bleu.html,iplus,nu65 4g,4go,64gb,blue,,mytek,INSTOCK,199.0,2023-11-05
iku-a4,iku-a4-1go-16gb-blue,Smartphone IKU A4 1Go 16Go - Bleu,https://www.mytek.tn/smartphone-iku-a4-1go-16go-bleu.html,iku,a4,1go,16gb,blue,,mytek,INSTOCK,199.0,2023-11-05
evertek-m20smini,evertek-m20smini-1go-16gb-red,Smartphone EVERTEK M20S Mini 1Go 16Go - Rouge,https://www.mytek.tn/smartphone-evertek-m20s-mini-1go-16go-rouge.html,evertek,m20s mini,1go,16gb,red,,mytek,INSTOCK,209.0,2023-11-05
evertek-m20smini,evertek-m20smini-1go-16gb-green,Smartphone EVERTEK M20S Mini 1Go 16Go - Vert,https://www.mytek.tn/smartphone-evertek-m20s-mini-1go-16go-vert.html,evertek,m20s mini,1go,16gb,green,,mytek,INSTOCK,209.0,2023-11-05
nokia-c22emeedition,nokia-c22emeedition-2go-32gb-grey,Smartphone NOKIA C2 2ème Édition 2Go 32Go - Gris,https://www.mytek.tn/smartphone-nokia-c2-2eme-edition-2go-32g-gris.html,nokia,c2 2eme edition,2go,32gb,grey,,mytek,INSTOCK,218.0,2023-11-05
nokia-c22emeedition,nokia-c22emeedition-2go-32gb-blue,Smartphone NOKIA C2 2ème Édition 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-nokia-c2-2eme-edition-2go-32go-bleu.html,nokia,c2 2eme edition,2go,32gb,blue,,mytek,INSTOCK,218.0,2023-11-05
smart-e1,smart-e1-2go-16gb-black,Smartphone SMART E1 2Go 16Go - Noir,https://www.mytek.tn/smartphone-smart-e1-2go-16go-noir.html,smart,e1,2go,16gb,black,,mytek,INSTOCK,239.0,2023-11-05
smart-e1,smart-e1-2go-16gb-blue,Smartphone SMART E1 2Go 16Go - Bleu,https://www.mytek.tn/smartphone-smart-e1-2go-16go-bleu.html,smart,e1,2go,16gb,blue,,mytek,INSTOCK,239.0,2023-11-05
smart-e1,smart-e1-2go-16gb-green,Smartphone SMART E1 2Go 16Go - Vert,https://www.mytek.tn/smartphone-smart-e1-2go-16go-vert.html,smart,e1,2go,16gb,green,,mytek,INSTOCK,239.0,2023-11-05
kxd-d26,kxd-d26-2go-32gb-silver,Smartphone KXD D26 2Go 32Go - Silver,https://www.mytek.tn/smartphone-kxd-d26-2go-32go-silver.html,kxd,d26,2go,32gb,silver,,mytek,INSTOCK,259.0,2023-11-05
kxd-d26,kxd-d26-2go-32gb-green,Smartphone KXD D26 2Go 32Go - Vert,https://www.mytek.tn/smartphone-kxd-d26-2go-32go-vert.html,kxd,d26,2go,32gb,green,,mytek,INSTOCK,259.0,2023-11-05
kxd-d26,kxd-d26-2go-32gb-blue,Smartphone KXD D26 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-kxd-d26-2go-32go-bleu.html,kxd,d26,2go,32gb,blue,,mytek,INSTOCK,259.0,2023-11-05
kxd-d26,kxd-d26-2go-32gb-black,Smartphone KXD D26 2Go 32Go - Noir,https://www.mytek.tn/smartphone-kxd-d26-2go-32go-noir.html,kxd,d26,2go,32gb,black,,mytek,INSTOCK,259.0,2023-11-05
logicom-solar,logicom-solar-4go-64gb-blue,Smartphone LOGICOM Solar 4Go 64Go - Bleu,https://www.mytek.tn/smartphone-logicom-solar-4go-64go-bleu.html,logicom,solar,4go,64gb,blue,,mytek,INSTOCK,259.0,2023-11-05
iku-a7plus,iku-a7plus-2go-16gb-grey,Smartphone IKU A7 Plus 2Go 16Go - Gris,https://www.mytek.tn/smartphone-iku-a7-plus-2go-16go-gris.html,iku,a7 plus,2go,16gb,grey,,mytek,INSTOCK,259.0,2023-11-05
iku-a7plus,iku-a7plus-2go-16gb-green,Smartphone IKU A7 Plus 2Go 16Go - Vert,https://www.mytek.tn/smartphone-iku-a7-plus-2go-16go-vert.html,iku,a7 plus,2go,16gb,green,,mytek,INSTOCK,259.0,2023-11-05
iku-a7plus,iku-a7plus-2go-16gb-blue,Smartphone IKU A7 Plus 2Go 16Go - Bleu,https://www.mytek.tn/smartphone-iku-a7-plus-2go-16go-bleu.html,iku,a7 plus,2go,16gb,blue,,mytek,INSTOCK,259.0,2023-11-05
iku-a7,iku-a7-2go-16gb-blue,Smartphone IKU A7 2Go 16Go - Bleu,https://www.mytek.tn/smartphone-iku-a7-2go-16go-bleu.html,iku,a7,2go,16gb,blue,,mytek,INSTOCK,259.0,2023-11-05
kxd-d70,kxd-d70-2go-32gb-black,Smartphone KXD D70 2Go 32Go - Noir,https://www.mytek.tn/smartphone-kxd-d70-2go-32go-noir.html,kxd,d70,2go,32gb,black,,mytek,INSTOCK,279.0,2023-11-05
kxd-d70,kxd-d70-2go-32gb-blue,Smartphone KXD D70 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-kxd-d70-2go-32go-bleu.html,kxd,d70,2go,32gb,blue,,mytek,INSTOCK,279.0,2023-11-05
kxd-d70,kxd-d70-2go-32gb-grey,Smartphone KXD D70 2Go 32Go - Gris,https://www.mytek.tn/smartphone-kxd-d70-2go-32go-gris.html,kxd,d70,2go,32gb,grey,,mytek,INSTOCK,279.0,2023-11-05
smart-e2,smart-e2-2go-32gb-black,Smartphone SMART E2 2Go 32Go - Noir,https://www.mytek.tn/smartphone-smart-e2-2go-32go-noir.html,smart,e2,2go,32gb,black,,mytek,INSTOCK,279.0,2023-11-05
itel-a60s,itel-a60s-2go-64gb-green,Smartphone ITEL A60s 2Go 64Go - Vert,https://www.mytek.tn/smartphone-itel-a60s-4go-64go-vert.html,itel,a60s,2go,64gb,green,,mytek,INSTOCK,285.0,2023-11-05
itel-a60s,itel-a60s-2go-64gb-black,Smartphone ITEL A60s 2Go 64Go - Noir,https://www.mytek.tn/smartphone-itel-a60s-4go-64go-noir.html,itel,a60s,2go,64gb,black,,mytek,INSTOCK,285.0,2023-11-05
nokia-c12,nokia-c12-2go-64gb-black,Smartphone NOKIA C12 2Go 64Go - Noir,https://www.mytek.tn/smartphone-nokia-c12-2go-64go-noir.html,nokia,c12,2go,64gb,black,,mytek,INSTOCK,289.0,2023-11-05
nokia-c12,nokia-c12-2go-64gb-green,Smartphone NOKIA C12 2Go 64Go - Vert,https://www.mytek.tn/smartphone-nokia-c12-2go-64go-vert.html,nokia,c12,2go,64gb,green,,mytek,INSTOCK,289.0,2023-11-05
infinix-smart7hd,infinix-smart7hd-2go-64gb-green,Smartphone INFINIX SMART 7 HD 2Go 64Go - Vert,https://www.mytek.tn/smartphone-infinix-smart-7-hd-2go-64go-vert.html,infinix,smart 7 hd,2go,64gb,green,,mytek,INSTOCK,299.0,2023-11-05
tecno-pop7,tecno-pop7-2go-64gb-blue,Smartphone TECNO Pop 7 2Go 64Go - Bleu,https://www.mytek.tn/smartphone-tecno-pop-7-2go-64go-bleu.html,tecno,pop 7,2go,64gb,blue,,mytek,INSTOCK,299.0,2023-11-05
tecno-pop7,tecno-pop7-2go-64gb-black,Smartphone TECNO Pop 7 2Go 64Go - Noir,https://www.mytek.tn/smartphone-tecno-pop-7-2go-64go-noir.html,tecno,pop 7,2go,64gb,black,,mytek,INSTOCK,299.0,2023-11-05
infinix-smart7hd,infinix-smart7hd-2go-64gb-blue,Smartphone INFINIX SMART 7 HD 2Go 64Go - Bleu,https://www.mytek.tn/smartphone-infinix-smart-7-hd-2go-64go-bleu.html,infinix,smart 7 hd,2go,64gb,blue,,mytek,INSTOCK,299.0,2023-11-05
infinix-smart7hd,infinix-smart7hd-2go-64gb-white,Smartphone INFINIX SMART 7 HD 2Go 64Go - Blanc,https://www.mytek.tn/smartphone-infinix-smart-7-hd-2go-64go-blanc.html,infinix,smart 7 hd,2go,64gb,white,,mytek,INSTOCK,299.0,2023-11-05
infinix-smart7hd,infinix-smart7hd-2go-64gb-black,Smartphone INFINIX SMART 7 HD 2Go 64Go - Noir,https://www.mytek.tn/smartphone-infinix-smart-7-hd-2go-64go-noir.html,infinix,smart 7 hd,2go,64gb,black,,mytek,INSTOCK,299.0,2023-11-05
iku-a23,iku-a23-2go-32gb-green,Smartphone IKU A23 2Go 32Go - Vert,https://www.mytek.tn/smartphone-iku-a23-2go-32go-vert.html,iku,a23,2go,32gb,green,,mytek,INSTOCK,299.0,2023-11-05
iku-a23,iku-a23-2go-32gb-grey,Smartphone IKU A23 2Go 32Go - Gris,https://www.mytek.tn/smartphone-iku-a23-2go-32go-gris.html,iku,a23,2go,32gb,grey,,mytek,INSTOCK,299.0,2023-11-05
iku-a23,iku-a23-2go-32gb-red,Smartphone IKU A23 2Go 32Go - Rouge,https://www.mytek.tn/smartphone-iku-a23-2go-32go-rouge.html,iku,a23,2go,32gb,red,,mytek,INSTOCK,299.0,2023-11-05
iku-a23,iku-a23-2go-32gb-blue,Smartphone IKU A23 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-iku-a23-2go-32go-bleu.html,iku,a23,2go,32gb,blue,,mytek,INSTOCK,299.0,2023-11-05
iku-a11,iku-a11-2go-32gb-green,Smartphone IKU A11 2Go 32Go - Vert,https://www.mytek.tn/smartphone-iku-a11-2go-32go-vert.html,iku,a11,2go,32gb,green,,mytek,INSTOCK,309.0,2023-11-05
iku-a11,iku-a11-2go-32gb-red,Smartphone IKU A11 2Go 32Go - Rouge,https://www.mytek.tn/smartphone-iku-a11-2go-32go-rouge.html,iku,a11,2go,32gb,red,,mytek,INSTOCK,309.0,2023-11-05
iku-a10s,iku-a10s-4go-32gb-brown,Smartphone IKU A10s 4Go 32Go - Marron ,https://www.mytek.tn/smartphone-iku-a10s-4go-32go-marron.html,iku,a10s,4go,32gb,brown,,mytek,INSTOCK,329.0,2023-11-05
iku-a10s,iku-a10s-4go-32gb-blue,Smartphone IKU A10s 4Go 32Go - Bleu,https://www.mytek.tn/smartphone-iku-a10s-4go-32go-bleu.html,iku,a10s,4go,32gb,blue,,mytek,INSTOCK,329.0,2023-11-05
iku-a10s,iku-a10s-4go-32gb-white,Smartphone IKU A10s 4Go 32Go - Blanc,https://www.mytek.tn/smartphone-iku-a10s-4go-32go-blanc.html,iku,a10s,4go,32gb,white,,mytek,INSTOCK,329.0,2023-11-05
itel-a58pro,itel-a58pro-2go-32gb-black,Smartphone ITEL A58 Pro 2Go 32Go - Noir,https://www.mytek.tn/smartphone-itel-a58-pro-2go-32go-noir.html,itel,a58 pro,2go,32gb,black,,mytek,INSTOCK,329.0,2023-11-05
itel-a58pro,itel-a58pro-2go-32gb-blue,Smartphone ITEL A58 Pro 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-itel-a58-pro-2go-32go-bleu.html,itel,a58 pro,2go,32gb,blue,,mytek,INSTOCK,329.0,2023-11-05
xiaomi-redmia2plus,xiaomi-redmia2plus-3go-64gb-green,Smartphone XIAOMI Redmi A2 Plus 3Go 64Go - Vert,https://www.mytek.tn/smartphone-xiaomi-redmi-a2-plus-3go-64go-vert.html,xiaomi,redmi a2 plus,3go,64gb,green,,mytek,INSTOCK,339.0,2023-11-05
itel-p40,itel-p40-4go-64gb-gold,Smartphone ITEL P40 4Go 64Go - Gold,https://www.mytek.tn/smartphone-itel-p40-4go-64go-gold.html,itel,p40,4go,64gb,gold,,mytek,INSTOCK,339.0,2023-11-05
tecno-sparkgo2023,tecno-sparkgo2023-4go-64gb-violet,Smartphone TECNO Spark Go 2023 4Go 64Go - Violet,https://www.mytek.tn/smartphone-tecno-spark-go-2023-4go-64go-violet.html,tecno,spark go 2023,4go,64gb,violet,,mytek,INSTOCK,339.0,2023-11-05
tecno-sparkgo2023,tecno-sparkgo2023-4go-64gb-black,Smartphone TECNO Spark Go 2023 4Go 64Go - Noir,https://www.mytek.tn/smartphone-tecno-spark-go-2023-4go-64go-noir.html,tecno,spark go 2023,4go,64gb,black,,mytek,INSTOCK,339.0,2023-11-05
tecno-sparkgo2023,tecno-sparkgo2023-4go-64gb-blue,Smartphone TECNO Spark Go 2023 4Go 64Go - Bleu,https://www.mytek.tn/smartphone-tecno-spark-go-2023-4go-64go-bleu.html,tecno,spark go 2023,4go,64gb,blue,,mytek,INSTOCK,339.0,2023-11-05
realme-c30s,realme-c30s-3go-64gb-black,Smartphone REALME C30s 3Go 64Go - Noir,https://www.mytek.tn/smartphone-realme-c30s-3go-64go-noir.html,realme,c30s,3go,64gb,black,,mytek,INSTOCK,339.0,2023-11-05
realme-c30s,realme-c30s-3go-64gb-blue,Smartphone REALME C30s 3Go 64Go - Bleu,https://www.mytek.tn/smartphone-realme-c30s-3go-64go-bleu.html,realme,c30s,3go,64gb,blue,,mytek,INSTOCK,339.0,2023-11-05
itel-p40,itel-p40-4go-64gb-blue,Smartphone ITEL P40 4Go 64Go - Bleu,https://www.mytek.tn/smartphone-itel-p40-4go-64go-bleu.html,itel,p40,4go,64gb,blue,,mytek,INSTOCK,339.0,2023-11-05
itel-p40,itel-p40-4go-64gb-black,Smartphone ITEL P40 4Go 64Go - Noir,https://www.mytek.tn/smartphone-itel-p40-4go-64go-noir.html,itel,p40,4go,64gb,black,,mytek,INSTOCK,339.0,2023-11-05
itel-p40,itel-p40-4go-128gb-black,Smartphone ITEL P40 4Go 128Go - Noir,https://www.mytek.tn/smartphone-itel-p40-4go-128go-noir.html,itel,p40,4go,128gb,black,,mytek,INSTOCK,349.0,2023-11-05
itel-p40,itel-p40-4go-128gb-blue,Smartphone ITEL P40 4Go 128Go - Bleu,https://www.mytek.tn/smartphone-itel-p40-4go-128go-bleu.html,itel,p40,4go,128gb,blue,,mytek,INSTOCK,349.0,2023-11-05
benco-v80,benco-v80-4go-64gb-silver,Smartphone BENCO V80 4Go 64Go - Silver,https://www.mytek.tn/smartphone-benco-v80-4go-64go-silver.html,benco,v80,4go,64gb,silver,,mytek,INSTOCK,349.0,2023-11-05
benco-v80,benco-v80-4go-64gb-cyanblue,Smartphone BENCO V80 4Go 64Go - Bleu Cyan ,https://www.mytek.tn/smartphone-benco-v80-4go-64go-bleu-cyan.html,benco,v80,4go,64gb,cyan blue,,mytek,INSTOCK,349.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-32gb-copper,Smartphone SAMSUNG GALAXY A04E 3Go 32Go - Cuivre,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-32go-cuivre.html,samsung,galaxy a04e,3go,32gb,copper,,mytek,INSTOCK,359.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-32gb-blue,Smartphone SAMSUNG GALAXY A04E 3Go 32Go - Bleu,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-32go-bleu.html,samsung,galaxy a04e,3go,32gb,blue,,mytek,INSTOCK,359.0,2023-11-05
nokia-c10,nokia-c10-2go-32gb-grey,Smartphone NOKIA C10 2Go 32Go Gris + Abonnement 12mois,https://www.mytek.tn/smartphone-nokia-c10-2go-32go-gris-abonnement-12mois.html,nokia,c10,2go,32gb,grey,abonnement 12mois,mytek,INSTOCK,369.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-64gb-copper,Smartphone SAMSUNG GALAXY A04E 3Go 64Go - Cuivre,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-64go-cuivre.html,samsung,galaxy a04e,3go,64gb,copper,,mytek,INSTOCK,379.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-64gb-black,Smartphone SAMSUNG GALAXY A04E 3Go 64Go - Noir,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-64go-noir.html,samsung,galaxy a04e,3go,64gb,black,,mytek,INSTOCK,379.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-64gb-blue,Smartphone SAMSUNG GALAXY A04E 3Go 64Go - Bleu,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-64go-bleu.html,samsung,galaxy a04e,3go,64gb,blue,,mytek,INSTOCK,379.0,2023-11-05
vivo-y02,vivo-y02-2go-32gb-blue,Smartphone VIVO Y02 2Go 32Go - Bleu,https://www.mytek.tn/smartphone-vivo-y02-2go-32go-bleu.html,vivo,y02,2go,32gb,blue,,mytek,INSTOCK,379.0,2023-11-05
infinix-smart7,infinix-smart7-4go-64gb-green,Smartphone INFINIX SMART 7 4Go 64Go - Vert,https://www.mytek.tn/smartphone-infinix-smart-7-4go-64go-vert.html,infinix,smart 7,4go,64gb,green,,mytek,INSTOCK,379.0,2023-11-05
infinix-smart7,infinix-smart7-4go-64gb-white,Smartphone INFINIX SMART 7 4Go 64Go - Blanc,https://www.mytek.tn/smartphone-infinix-smart-7-4go-64go-blanc.html,infinix,smart 7,4go,64gb,white,,mytek,INSTOCK,379.0,2023-11-05
infinix-smart7,infinix-smart7-4go-64gb-black,Smartphone INFINIX SMART 7 4Go 64Go - Noir,https://www.mytek.tn/smartphone-infinix-smart-7-4go-64go-noir.html,infinix,smart 7,4go,64gb,black,,mytek,INSTOCK,379.0,2023-11-05
vivo-y02,vivo-y02-2go-32gb-grey,Smartphone VIVO Y02 2Go 32Go - Gris ,https://www.mytek.tn/smartphone-vivo-y02-2go-32go-gris.html,vivo,y02,2go,32gb,grey,,mytek,INSTOCK,379.0,2023-11-05
itel-s23,itel-s23-4go-128gb-black,Smartphone ITEL S23 4Go 128Go - Noir,https://www.mytek.tn/smartphone-itel-s23-4go-128go-noir.html,itel,s23,4go,128gb,black,,mytek,INSTOCK,389.0,2023-11-05
xiaomi-redmia1plus,xiaomi-redmia1plus-2go-32gb-black,Smartphone XIAOMI Redmi A1 Plus 2Go 32Go - Noir,https://www.mytek.tn/smartphone-xiaomi-redmi-a1-plus-32go-2go-noir.html,xiaomi,redmi a1 plus,2go,32gb,black,,mytek,INSTOCK,399.0,2023-11-05
realme-c25y,realme-c25y-4go-128gb-blue,Smartphone REALME C25Y 4Go 128Go - Bleu,https://www.mytek.tn/smartphone-realme-c25y-4go-128go-bleu.html,realme,c25y,4go,128gb,blue,,mytek,INSTOCK,399.0,2023-11-05
samsung-galaxya04,samsung-galaxya04-3go-32gb-black,Smartphone SAMSUNG GALAXY A04 3Go 32Go - Noir,https://www.mytek.tn/smartphone-samsung-galaxy-a04-2go-32go-noir.html,samsung,galaxy a04,3go,32gb,black,,mytek,INSTOCK,399.0,2023-11-05
samsung-galaxya04,samsung-galaxya04-3go-32gb-copper,Smartphone SAMSUNG GALAXY A04 3Go 32Go - Cuivre,https://www.mytek.tn/smartphone-samsung-galaxy-a04-3go-32go-cuivre.html,samsung,galaxy a04,3go,32gb,copper,,mytek,INSTOCK,399.0,2023-11-05
samsung-galaxya04,samsung-galaxya04-3go-32gb-white,Smartphone SAMSUNG GALAXY A04 3Go 32Go - Blanc,https://www.mytek.tn/smartphone-samsung-galaxy-a04-3go-32go-blanc.html,samsung,galaxy a04,3go,32gb,white,,mytek,INSTOCK,399.0,2023-11-05
realme-c25y,realme-c25y-4go-128gb-grey,Smartphone REALME C25Y 4Go 128Go - Gris,https://www.mytek.tn/smartphone-realme-c25y-4g-128g-gris.html,realme,c25y,4go,128gb,grey,,mytek,INSTOCK,399.0,2023-11-05
tecno-spark10c,tecno-spark10c-4go-128gb-black,Smartphone TECNO Spark 10C 4Go 128Go - Noir,https://www.mytek.tn/smartphone-tecno-spark-10c-4go-128go-noir.html,tecno,spark 10c,4go,128gb,black,,mytek,INSTOCK,419.0,2023-11-05
nokia-c32,nokia-c32-4go-128gb-black,Smartphone NOKIA C32 4Go 128Go - Noir,https://www.mytek.tn/smartphone-nokia-c32-4g-128go-noir.html,nokia,c32,4go,128gb,black,,mytek,INSTOCK,419.0,2023-11-05
nokia-c32,nokia-c32-4go-128gb-green,Smartphone NOKIA C32 4Go 128Go - Vert,https://www.mytek.tn/smartphone-nokia-c32-4go-128go-vert.html,nokia,c32,4go,128gb,green,,mytek,INSTOCK,419.0,2023-11-05
tecno-spark10c,tecno-spark10c-4go-128gb-blue,Smartphone TECNO Spark 10C 4Go 128Go - Bleu,https://www.mytek.tn/smartphone-tecno-spark-10c-4go-128go-bleu.html,tecno,spark 10c,4go,128gb,blue,,mytek,INSTOCK,419.0,2023-11-05
iku-a36,iku-a36-2go-32gb-black,Smartphone IKU A36 2G 32G - Noir,https://www.mytek.tn/smartphone-iku-a36-2g-32g-noir.html,iku,a36,2go,32gb,black,,mytek,INSTOCK,419.0,2023-11-05
itel-s23,itel-s23-8go-128gb-black,Smartphone ITEL S23 8Go 128Go - Noir,https://www.mytek.tn/smartphone-itel-s23-8go-128go-noir.html,itel,s23,8go,128gb,black,,mytek,INSTOCK,429.0,2023-11-05
vivo-y02t,vivo-y02t-4go-64gb-blue,Smartphone VIVO Y02t 4Go 64Go - Bleu ,https://www.mytek.tn/smartphone-vivo-y02t-4go-64go-bleu.html,vivo,y02t,4go,64gb,blue,,mytek,INSTOCK,429.0,2023-11-05
vivo-y02t,vivo-y02t-4go-64gb-grey,Smartphone VIVO Y02t 4Go 64Go - Gris ,https://www.mytek.tn/smartphone-vivo-y02t-4go-64go-gris.html,vivo,y02t,4go,64gb,grey,,mytek,INSTOCK,429.0,2023-11-05
itel-p38pro,itel-p38pro-2go-64gb-oceanblue,Smartphone ITEL P38 Pro 2Go 64Go - Bleu Ocean,https://www.mytek.tn/smartphone-itel-p38-pro-2go-64go-bleu-ocean.html,itel,p38 pro,2go,64gb,ocean blue,,mytek,INSTOCK,429.0,2023-11-05
itel-p38pro,itel-p38pro-2go-64gb-mintgreen,Smartphone ITEL P38 Pro 2Go 64Go - Vert menthe ,https://www.mytek.tn/smartphone-itel-p38-pro-2go-64go-vert-menthe.html,itel,p38 pro,2go,64gb,mint green,,mytek,INSTOCK,429.0,2023-11-05
vivo-y02s,vivo-y02s-3go-32gb-blue,Smartphone VIVO Y02S 3Go 32Go - Bleu,https://www.mytek.tn/smartphone-vivo-y02s-3go-32go-bleu.html,vivo,y02s,3go,32gb,blue,,mytek,INSTOCK,429.0,2023-11-05
vivo-y02s,vivo-y02s-3go-32gb-black,Smartphone VIVO Y02S 3Go 32Go - Noir,https://www.mytek.tn/smartphone-vivo-y02s-3go-32go-noir.html,vivo,y02s,3go,32gb,black,,mytek,INSTOCK,429.0,2023-11-05
infinix-hot30i,infinix-hot30i-4go-128gb-marigold,Smartphone INFINIX HOT 30i 4Go 128Go - Mari Gold,https://www.mytek.tn/smartphone-infinix-hot-30i-4go-128go-mari-gold.html,infinix,hot 30i,4go,128gb,marigold,,mytek,INSTOCK,439.0,2023-11-05
infinix-hot30i,infinix-hot30i-4go-128gb-white,Smartphone INFINIX HOT 30i 4Go 128Go - Blanc,https://www.mytek.tn/smartphone-infinix-hot-30i-4go-128go-blanc.html,infinix,hot 30i,4go,128gb,white,,mytek,INSTOCK,439.0,2023-11-05
samsung-galaxya04,samsung-galaxya04-4go-64gb-copper,Smartphone SAMSUNG GALAXY A04 4Go 64Go - Cuivre,https://www.mytek.tn/smartphone-samsung-galaxy-a04-4go-64go-cuivre.html,samsung,galaxy a04,4go,64gb,copper,,mytek,INSTOCK,445.0,2023-11-05
realme-c21y,realme-c21y-4go-64gb-black,Smartphone REALME C21Y 4Go 64Go - Noir,https://www.mytek.tn/smartphone-realme-c21y-4go-64go-noir.html,realme,c21y,4go,64gb,black,,mytek,INSTOCK,459.0,2023-11-05
samsung-galaxya04e,samsung-galaxya04e-3go-32gb-black,Smartphone SAMSUNG GALAXY A04E 3Go 32Go - Noir ,https://www.mytek.tn/smartphone-samsung-galaxy-a04e-3go-32go-noir.html,samsung,galaxy a04e,3go,32gb,black,,mytek,INSTOCK,459.0,2023-11-05
